NAME,BEGIN,END,KWH_PERIOD
1018KO,01/06/2021,30/06/2021,2 610
1018KO,01/07/2021,31/07/2021,2 705
1018KO,01/08/2021,31/08/2021,2 639
1018KO,01/09/2021,30/09/2021,2 532
1018KO,01/10/2021,31/10/2021,2 574
1018KO,01/11/2021,30/11/2021,2 499
1019KO,01/01/2019,31/01/2019,2 325
1019KO,01/02/2019,28/02/2019,2 108
1019KO,01/03/2019,31/03/2019,2 338
1019KO,01/04/2019,30/04/2019,2 302
1019KO,01/05/2019,31/05/2019,2 419
1019KO,01/06/2019,30/06/2019,2 380
1019KO,01/07/2019,31/07/2019,2 432
1019KO,01/08/2019,31/08/2019,2 435
1019KO,01/09/2019,30/09/2019,2 324
1019KO,01/10/2019,31/10/2019,2 374
1019KO,01/11/2019,30/11/2019,2 258
1019KO,01/12/2019,31/12/2019,2 381
1019KO,01/01/2020,31/01/2020,2 412
1019KO,01/02/2020,29/02/2020,2 271
1019KO,01/03/2020,31/03/2020,2 580
1019KO,01/04/2020,30/04/2020,2 581
1019KO,01/05/2020,31/05/2020,2 677
1019KO,01/06/2020,30/06/2020,2 561
1019KO,01/07/2020,31/07/2020,2 733
1019KO,01/08/2020,31/08/2020,2 837
1019KO,01/09/2020,30/09/2020,2 706
1019KO,01/10/2020,31/10/2020,2 763
1019KO,01/11/2020,30/11/2020,2 646
1019KO,01/12/2020,31/12/2020,2 722
1019KO,01/01/2021,31/01/2021,2 715
1019KO,01/02/2021,28/02/2021,2 468
1019KO,01/03/2021,31/03/2021,2 759
1019KO,01/04/2021,30/04/2021,2 659
1019KO,01/05/2021,31/05/2021,2 737
1019KO,01/06/2021,30/06/2021,2 825
1019KO,01/07/2021,31/07/2021,2 963
1019KO,01/08/2021,31/08/2021,2 899
1019KO,01/09/2021,30/09/2021,2 747
1019KO,01/10/2021,31/10/2021,2 803
1019KO,01/11/2021,30/11/2021,2 671
1021KO,01/01/2019,31/01/2019,2 437
1021KO,01/02/2019,28/02/2019,2 203
1021KO,01/03/2019,31/03/2019,2 423
1021KO,01/04/2019,30/04/2019,2 360
1021KO,01/05/2019,31/05/2019,2 458
1021KO,01/06/2019,30/06/2019,2 478
1021KO,01/07/2019,31/07/2019,2 525
1021KO,01/08/2019,31/08/2019,2 552
1021KO,01/09/2019,30/09/2019,2 401
1021KO,01/10/2019,31/10/2019,2 459
1021KO,01/11/2019,30/11/2019,2 361
1021KO,01/12/2019,31/12/2019,2 454
1021KO,01/01/2020,31/01/2020,2 450
1021KO,01/02/2020,29/02/2020,2 640
1021KO,01/03/2020,31/03/2020,2 476
1021KO,01/04/2020,30/04/2020,2 416
1021KO,01/05/2020,31/05/2020,2 500
1021KO,01/06/2020,30/06/2020,2 484
1021KO,01/07/2020,31/07/2020,2 593
1021KO,01/08/2020,31/08/2020,2 624
1021KO,01/09/2020,30/09/2020,2 489
1021KO,01/10/2020,31/10/2020,2 507
1021KO,01/11/2020,30/11/2020,2 308
1021KO,01/12/2020,31/12/2020,2 478
1021KO,01/01/2021,31/01/2021,2 490
1021KO,01/02/2021,28/02/2021,2 284
1021KO,01/03/2021,31/03/2021,2 472
1021KO,01/04/2021,30/04/2021,2 382
1021KO,01/05/2021,31/05/2021,2 472
1021KO,01/06/2021,30/06/2021,2 444
1021KO,01/07/2021,31/07/2021,2 476
1021KO,01/08/2021,31/08/2021,2 460
1021KO,01/09/2021,30/09/2021,2 365
1021KO,01/10/2021,31/10/2021,2 420
1021KO,01/11/2021,30/11/2021,2 309
1020KO,01/01/2019,31/01/2019,2 640
1020KO,01/02/2019,28/02/2019,2 387
1020KO,01/03/2019,31/03/2019,2 644
1020KO,01/04/2019,30/04/2019,2 574
1020KO,01/05/2019,31/05/2019,2 679
1020KO,01/06/2019,30/06/2019,2 689
1020KO,01/07/2019,31/07/2019,2 741
1020KO,01/08/2019,31/08/2019,2 761
1020KO,01/09/2019,30/09/2019,2 617
1020KO,01/10/2019,31/10/2019,2 681
1020KO,01/11/2019,30/11/2019,2 565
1020KO,01/12/2019,31/12/2019,2 644
1020KO,01/01/2020,31/01/2020,2 637
1020KO,01/02/2020,29/02/2020,2 484
1020KO,01/03/2020,31/03/2020,2 677
1020KO,01/04/2020,30/04/2020,2 622
1020KO,01/05/2020,31/05/2020,2 716
1020KO,01/06/2020,30/06/2020,2 350
1020KO,01/07/2020,31/07/2020,2 494
1020KO,01/08/2020,31/08/2020,2 543
1020KO,01/09/2020,30/09/2020,2 460
1020KO,01/10/2020,31/10/2020,2 539
1020KO,01/11/2020,30/11/2020,2 429
1020KO,01/12/2020,31/12/2020,2 516
1020KO,01/01/2021,31/01/2021,2 500
1020KO,01/02/2021,28/02/2021,2 249
1020KO,01/03/2021,31/03/2021,2 484
1020KO,01/04/2021,30/04/2021,2 395
1020KO,01/05/2021,31/05/2021,2 472
1020KO,01/06/2021,30/06/2021,2 556
1020KO,01/07/2021,31/07/2021,2 681
1020KO,01/08/2021,31/08/2021,2 675
1020KO,01/09/2021,30/09/2021,2 582
1020KO,01/10/2021,31/10/2021,2 655
1020KO,01/11/2021,30/11/2021,2 553
1024KO,01/01/2019,31/01/2019,2 331
1024KO,01/02/2019,28/02/2019,2 105
1024KO,01/03/2019,31/03/2019,2 344
1024KO,01/04/2019,30/04/2019,2 334
1024KO,01/05/2019,31/05/2019,2 287
1024KO,01/06/2019,30/06/2019,2 750
1024KO,01/07/2019,31/07/2019,2 982
1024KO,01/08/2019,31/08/2019,3 115
1024KO,01/09/2019,30/09/2019,2 900
1024KO,01/10/2019,31/10/2019,2 950
1024KO,01/11/2019,30/11/2019,2 801
1024KO,01/12/2019,31/12/2019,2 835
1024KO,01/01/2020,31/01/2020,2 696
1024KO,01/02/2020,29/02/2020,2 600
1024KO,01/03/2020,31/03/2020,2 800
1024KO,01/04/2020,30/04/2020,3 048
1024KO,01/05/2020,31/05/2020,3 178
1024KO,01/06/2020,30/06/2020,3 194
1024KO,01/07/2020,31/07/2020,3 312
1024KO,01/08/2020,31/08/2020,3 278
1024KO,01/09/2020,30/09/2020,2 862
1024KO,01/10/2020,31/10/2020,2 889
1024KO,01/11/2020,30/11/2020,2 842
1024KO,01/12/2020,31/12/2020,2 952
1024KO,01/01/2021,31/01/2021,2 936
1024KO,01/02/2021,28/02/2021,2 665
1024KO,01/03/2021,31/03/2021,2 978
1024KO,01/04/2021,30/04/2021,2 894
1024KO,01/05/2021,31/05/2021,3 000
1024KO,01/06/2021,30/06/2021,3 006
1024KO,01/07/2021,31/07/2021,3 130
1024KO,01/08/2021,31/08/2021,3 021
1024KO,01/09/2021,30/09/2021,2 869
1024KO,01/10/2021,31/10/2021,2 960
1024KO,01/11/2021,30/11/2021,2 850
1014KO,01/01/2019,31/01/2019,2 321
1014KO,01/02/2019,28/02/2019,2 106
1014KO,01/03/2019,31/03/2019,2 328
1014KO,01/04/2019,30/04/2019,2 266
1014KO,01/05/2019,31/05/2019,2 360
1014KO,01/06/2019,30/06/2019,2 460
1014KO,01/07/2019,31/07/2019,2 503
1014KO,01/08/2019,31/08/2019,2 607
1014KO,01/09/2019,30/09/2019,2 384
1014KO,01/10/2019,31/10/2019,2 411
1014KO,01/11/2019,30/11/2019,2 310
1014KO,01/12/2019,31/12/2019,2 364
1014KO,01/01/2020,31/01/2020,2 351
1014KO,01/02/2020,29/02/2020,2 204
1014KO,01/03/2020,31/03/2020,2 447
1014KO,01/04/2020,30/04/2020,2 720
1014KO,01/05/2020,31/05/2020,2 832
1014KO,01/06/2020,30/06/2020,2 942
1014KO,01/07/2020,31/07/2020,3 094
1014KO,01/08/2020,31/08/2020,3 162
1014KO,01/09/2020,30/09/2020,3 037
1014KO,01/10/2020,31/10/2020,3 044
1014KO,01/11/2020,30/11/2020,2 917
1014KO,01/12/2020,31/12/2020,3 018
1014KO,01/01/2021,31/01/2021,3 015
1014KO,01/02/2021,28/02/2021,2 739
1014KO,01/03/2021,31/03/2021,3 069
1014KO,01/04/2021,30/04/2021,2 985
1014KO,01/05/2021,31/05/2021,2 995
1014KO,01/06/2021,30/06/2021,3 034
1014KO,01/07/2021,31/07/2021,3 158
1014KO,01/08/2021,31/08/2021,3 057
1014KO,01/09/2021,30/09/2021,2 918
1014KO,01/10/2021,31/10/2021,2 974
1014KO,01/11/2021,30/11/2021,2 870
1016KO,01/01/2019,31/01/2019,2 762
1016KO,01/02/2019,28/02/2019,2 483
1016KO,01/03/2019,31/03/2019,2 748
1016KO,01/04/2019,30/04/2019,2 671
1016KO,01/05/2019,31/05/2019,2 682
1016KO,01/06/2019,30/06/2019,2 475
1016KO,01/07/2019,31/07/2019,2 532
1016KO,01/08/2019,31/08/2019,2 535
1016KO,01/09/2019,30/09/2019,2 433
1016KO,01/10/2019,31/10/2019,2 512
1016KO,01/11/2019,30/11/2019,2 420
1016KO,01/12/2019,31/12/2019,2 490
1016KO,01/01/2020,31/01/2020,2 505
1016KO,01/02/2020,29/02/2020,2 398
1016KO,01/03/2020,31/03/2020,2 584
1016KO,01/04/2020,30/04/2020,2 597
1016KO,01/05/2020,31/05/2020,2 675
1016KO,01/06/2020,30/06/2020,2 601
1016KO,01/07/2020,31/07/2020,2 729
1016KO,01/08/2020,31/08/2020,2 742
1016KO,01/09/2020,30/09/2020,2 656
1016KO,01/10/2020,31/10/2020,2 738
1016KO,01/11/2020,30/11/2020,2 627
1016KO,01/12/2020,31/12/2020,2 709
1016KO,01/01/2021,31/01/2021,2 702
1016KO,01/02/2021,28/02/2021,2 460
1016KO,01/03/2021,31/03/2021,2 745
1016KO,01/04/2021,30/04/2021,2 665
1016KO,01/05/2021,31/05/2021,2 707
1016KO,01/06/2021,30/06/2021,2 650
1016KO,01/07/2021,31/07/2021,2 739
1016KO,01/08/2021,31/08/2021,2 715
1016KO,01/09/2021,30/09/2021,2 629
1016KO,01/10/2021,31/10/2021,2 693
1016KO,01/11/2021,30/11/2021,2 588
0488BB,01/01/2019,31/01/2019,4 055
0488BB,01/02/2019,28/02/2019,3 632
0488BB,01/03/2019,31/03/2019,3 878
0488BB,01/04/2019,30/04/2019,3 543
0488BB,01/05/2019,31/05/2019,3 542
0488BB,01/06/2019,30/06/2019,2 929
0488BB,01/07/2019,31/07/2019,2 831
0488BB,01/08/2019,31/08/2019,2 756
0488BB,01/09/2019,30/09/2019,2 522
0488BB,01/10/2019,31/10/2019,2 590
0488BB,01/11/2019,30/11/2019,2 505
0488BB,01/12/2019,31/12/2019,2 583
0488BB,01/01/2020,31/01/2020,2 594
0488BB,01/02/2020,29/02/2020,2 478
0488BB,01/03/2020,31/03/2020,2 685
0488BB,01/04/2020,30/04/2020,2 622
0488BB,01/05/2020,31/05/2020,2 695
0488BB,01/06/2020,30/06/2020,2 647
0488BB,01/07/2020,31/07/2020,2 777
0488BB,01/08/2020,31/08/2020,2 837
0488BB,01/09/2020,30/09/2020,2 684
0488BB,01/10/2020,31/10/2020,2 752
0488BB,01/11/2020,30/11/2020,2 660
0488BB,01/12/2020,31/12/2020,2 742
0488BB,01/01/2021,31/01/2021,2 833
0488BB,01/02/2021,28/02/2021,2 585
0488BB,01/03/2021,31/03/2021,2 864
0488BB,01/04/2021,30/04/2021,2 716
0488BB,01/05/2021,31/05/2021,2 713
0488BB,01/06/2021,30/06/2021,2 749
0488BB,01/07/2021,31/07/2021,2 847
0488BB,01/08/2021,31/08/2021,2 693
0488BB,01/09/2021,30/09/2021,2 537
0488BB,01/10/2021,31/10/2021,2 574
0488BB,01/11/2021,30/11/2021,2 458
0573BB,01/01/2019,31/01/2019,485
0573BB,01/02/2019,28/02/2019,431
0573BB,01/03/2019,31/03/2019,477
0573BB,01/04/2019,30/04/2019,495
0573BB,01/05/2019,31/05/2019,521
0573BB,01/06/2019,30/06/2019,371
0573BB,01/07/2019,31/07/2019,470
0573BB,01/08/2019,31/08/2019,635
0573BB,01/09/2019,30/09/2019,608
0573BB,01/10/2019,31/10/2019,627
0573BB,01/11/2019,30/11/2019,579
0573BB,01/12/2019,31/12/2019,550
0573BB,01/01/2020,31/01/2020,549
0573BB,01/02/2020,29/02/2020,513
0573BB,01/03/2020,31/03/2020,550
0573BB,01/04/2020,30/04/2020,539
0573BB,01/05/2020,31/05/2020,554
0573BB,01/06/2020,30/06/2020,544
0573BB,01/07/2020,31/07/2020,570
0573BB,01/08/2020,31/08/2020,575
0573BB,01/09/2020,30/09/2020,543
0573BB,01/10/2020,31/10/2020,555
0573BB,01/11/2020,30/11/2020,536
0573BB,01/12/2020,31/12/2020,550
0573BB,01/01/2021,31/01/2021,548
0573BB,01/02/2021,28/02/2021,498
0573BB,01/03/2021,31/03/2021,551
0573BB,01/04/2021,30/04/2021,528
0573BB,01/05/2021,31/05/2021,536
0573BB,01/06/2021,30/06/2021,546
0573BB,01/07/2021,31/07/2021,565
0573BB,01/08/2021,31/08/2021,552
0573BB,01/09/2021,30/09/2021,526
0573BB,01/10/2021,31/10/2021,542
0573BB,01/11/2021,30/11/2021,516
1012KO,01/01/2019,31/01/2019,2 869
1012KO,01/02/2019,28/02/2019,2 568
1012KO,01/03/2019,31/03/2019,2 763
1012KO,01/04/2019,30/04/2019,2 456
1012KO,01/05/2019,31/05/2019,2 538
1012KO,01/06/2019,30/06/2019,2 491
1012KO,01/07/2019,31/07/2019,2 535
1012KO,01/08/2019,31/08/2019,2 611
1012KO,01/09/2019,30/09/2019,2 461
1012KO,01/10/2019,31/10/2019,2 551
1012KO,01/11/2019,30/11/2019,2 486
1012KO,01/12/2019,31/12/2019,2 553
1012KO,01/01/2020,31/01/2020,2 556
1012KO,01/02/2020,29/02/2020,2 435
1012KO,01/03/2020,31/03/2020,2 581
1012KO,01/04/2020,30/04/2020,2 575
1012KO,01/05/2020,31/05/2020,2 708
1012KO,01/06/2020,30/06/2020,2 681
1012KO,01/07/2020,31/07/2020,2 745
1012KO,01/08/2020,31/08/2020,2 821
1012KO,01/09/2020,30/09/2020,2 731
1012KO,01/10/2020,31/10/2020,2 833
1012KO,01/11/2020,30/11/2020,2 737
1012KO,01/12/2020,31/12/2020,2 835
1012KO,01/01/2021,31/01/2021,2 831
1012KO,01/02/2021,28/02/2021,2 555
1012KO,01/03/2021,31/03/2021,2 848
1012KO,01/04/2021,30/04/2021,2 786
1012KO,01/05/2021,31/05/2021,2 816
1012KO,01/06/2021,30/06/2021,2 766
1012KO,01/07/2021,31/07/2021,2 876
1012KO,01/08/2021,31/08/2021,2 847
1012KO,01/09/2021,30/09/2021,2 721
1012KO,01/10/2021,31/10/2021,2 822
1012KO,01/11/2021,30/11/2021,2 732
1240BR,01/01/2019,31/01/2019,2 584
1240BR,01/02/2019,28/02/2019,2 348
1240BR,01/03/2019,31/03/2019,2 600
1240BR,01/04/2019,30/04/2019,2 557
1240BR,01/05/2019,31/05/2019,2 649
1240BR,01/06/2019,30/06/2019,2 741
1240BR,01/07/2019,31/07/2019,2 727
1240BR,01/08/2019,31/08/2019,2 736
1240BR,01/09/2019,30/09/2019,2 536
1240BR,01/10/2019,31/10/2019,2 582
1240BR,01/11/2019,30/11/2019,2 625
1240BR,01/12/2019,31/12/2019,2 831
1240BR,01/01/2020,31/01/2020,2 810
1240BR,01/02/2020,29/02/2020,2 604
1240BR,01/03/2020,31/03/2020,2 843
1240BR,01/04/2020,30/04/2020,2 910
1240BR,01/05/2020,31/05/2020,3 035
1240BR,01/06/2020,30/06/2020,3 062
1240BR,01/07/2020,31/07/2020,3 253
1240BR,01/08/2020,31/08/2020,3 353
1240BR,01/09/2020,30/09/2020,3 171
1240BR,01/10/2020,31/10/2020,3 168
1240BR,01/11/2020,30/11/2020,3 010
1240BR,01/12/2020,31/12/2020,3 088
1240BR,01/01/2021,31/01/2021,3 067
1240BR,01/02/2021,28/02/2021,2 817
1240BR,01/03/2021,31/03/2021,3 193
1240BR,01/04/2021,30/04/2021,3 027
1240BR,01/05/2021,31/05/2021,138
1240BR,01/06/2021,30/06/2021,192
1240BR,01/07/2021,31/07/2021,196
1240BR,01/08/2021,31/08/2021,172
1240BR,01/09/2021,30/09/2021,148
1240BR,01/10/2021,31/10/2021,133
1240BR,01/11/2021,30/11/2021,126
1037KO,01/01/2019,31/01/2019,1 761
1037KO,01/02/2019,28/02/2019,1 594
1037KO,01/03/2019,31/03/2019,1 763
1037KO,01/04/2019,30/04/2019,1 718
1037KO,01/05/2019,31/05/2019,1 772
1037KO,01/06/2019,30/06/2019,1 780
1037KO,01/07/2019,31/07/2019,1 833
1037KO,01/08/2019,31/08/2019,1 832
1037KO,01/09/2019,30/09/2019,1 745
1037KO,01/10/2019,31/10/2019,1 789
1037KO,01/11/2019,30/11/2019,1 725
1037KO,01/12/2019,31/12/2019,1 787
1037KO,01/01/2020,31/01/2020,1 787
1037KO,01/02/2020,29/02/2020,1 671
1037KO,01/03/2020,31/03/2020,1 802
1037KO,01/04/2020,30/04/2020,1 753
1037KO,01/05/2020,31/05/2020,1 809
1037KO,01/06/2020,30/06/2020,1 765
1037KO,01/07/2020,31/07/2020,1 831
1037KO,01/08/2020,31/08/2020,1 844
1037KO,01/09/2020,30/09/2020,1 358
1037KO,01/10/2020,31/10/2020,1 364
1037KO,01/11/2020,30/11/2020,1 319
1037KO,01/12/2020,31/12/2020,1 327
1037KO,01/01/2021,31/01/2021,1 329
1037KO,01/02/2021,28/02/2021,1 207
1037KO,01/03/2021,31/03/2021,1 327
1037KO,01/04/2021,30/04/2021,1 260
1037KO,01/05/2021,31/05/2021,1 288
1037KO,01/06/2021,30/06/2021,1 282
1037KO,01/07/2021,31/07/2021,1 344
1037KO,01/08/2021,31/08/2021,1 323
1037KO,01/09/2021,30/09/2021,1 257
1037KO,01/10/2021,31/10/2021,1 280
1037KO,01/11/2021,30/11/2021,1 243
1028KO,01/01/2019,31/01/2019,2 665
1028KO,01/02/2019,28/02/2019,2 201
1028KO,01/03/2019,31/03/2019,2 266
1028KO,01/04/2019,30/04/2019,2 193
1028KO,01/05/2019,31/05/2019,2 285
1028KO,01/06/2019,30/06/2019,2 303
1028KO,01/07/2019,31/07/2019,2 367
1028KO,01/08/2019,31/08/2019,2 386
1028KO,01/09/2019,30/09/2019,2 244
1028KO,01/10/2019,31/10/2019,2 302
1028KO,01/11/2019,30/11/2019,2 203
1028KO,01/12/2019,31/12/2019,2 479
1028KO,01/01/2020,31/01/2020,2 523
1028KO,01/02/2020,29/02/2020,2 209
1028KO,01/03/2020,31/03/2020,2 348
1028KO,01/04/2020,30/04/2020,2 308
1028KO,01/05/2020,31/05/2020,2 355
1028KO,01/06/2020,30/06/2020,2 346
1028KO,01/07/2020,31/07/2020,2 475
1028KO,01/08/2020,31/08/2020,2 513
1028KO,01/09/2020,30/09/2020,2 322
1028KO,01/10/2020,31/10/2020,2 446
1028KO,01/11/2020,30/11/2020,2 408
1028KO,01/12/2020,31/12/2020,2 475
1028KO,01/01/2021,31/01/2021,2 596
1028KO,01/02/2021,28/02/2021,2 339
1028KO,01/03/2021,31/03/2021,2 487
1028KO,01/04/2021,30/04/2021,2 371
1028KO,01/05/2021,31/05/2021,2 438
1028KO,01/06/2021,30/06/2021,2 461
1028KO,01/07/2021,31/07/2021,2 572
1028KO,01/08/2021,31/08/2021,2 518
1028KO,01/09/2021,30/09/2021,2 391
1028KO,01/10/2021,31/10/2021,2 463
1028KO,01/11/2021,30/11/2021,2 377
1986KO,01/01/2019,31/01/2019,1 239
1986KO,01/02/2019,28/02/2019,1 058
1986KO,01/03/2019,31/03/2019,1 133
1986KO,01/04/2019,30/04/2019,1 111
1986KO,01/05/2019,31/05/2019,1 159
1986KO,01/06/2019,30/06/2019,1 227
1986KO,01/07/2019,31/07/2019,1 235
1986KO,01/08/2019,31/08/2019,1 250
1986KO,01/09/2019,30/09/2019,1 143
1986KO,01/10/2019,31/10/2019,1 152
1986KO,01/11/2019,30/11/2019,1 087
1986KO,01/12/2019,31/12/2019,1 184
1986KO,01/01/2020,31/01/2020,1 211
1986KO,01/02/2020,29/02/2020,1 082
1986KO,01/03/2020,31/03/2020,1 147
1986KO,01/04/2020,30/04/2020,1 117
1986KO,01/05/2020,31/05/2020,1 214
1986KO,01/06/2020,30/06/2020,1 511
1986KO,01/07/2020,31/07/2020,1 939
1986KO,01/08/2020,31/08/2020,2 362
1986KO,01/09/2020,30/09/2020,2 273
1986KO,01/10/2020,31/10/2020,2 331
1986KO,01/11/2020,30/11/2020,2 244
1986KO,01/12/2020,31/12/2020,2 311
1986KO,01/01/2021,31/01/2021,2 304
1986KO,01/02/2021,28/02/2021,2 086
1986KO,01/03/2021,31/03/2021,2 310
1986KO,01/04/2021,30/04/2021,2 220
1986KO,01/05/2021,31/05/2021,2 349
1986KO,01/06/2021,30/06/2021,2 408
1986KO,01/07/2021,31/07/2021,2 491
1986KO,01/08/2021,31/08/2021,2 468
1986KO,01/09/2021,30/09/2021,2 378
1986KO,01/10/2021,31/10/2021,2 422
1986KO,01/11/2021,30/11/2021,2 296
1067KO,01/01/2019,31/01/2019,4 117
1067KO,01/02/2019,28/02/2019,3 710
1067KO,01/03/2019,31/03/2019,4 127
1067KO,01/04/2019,30/04/2019,3 837
1067KO,01/05/2019,31/05/2019,3 591
1067KO,01/06/2019,30/06/2019,3 444
1067KO,01/07/2019,31/07/2019,1 940
1067KO,01/08/2019,31/08/2019,1 950
1067KO,01/09/2019,30/09/2019,1 874
1067KO,01/10/2019,31/10/2019,1 959
1067KO,01/11/2019,30/11/2019,1 881
1067KO,01/12/2019,31/12/2019,1 862
1067KO,01/01/2020,31/01/2020,1 831
1067KO,01/02/2020,29/02/2020,1 726
1067KO,01/03/2020,31/03/2020,1 936
1067KO,01/04/2020,30/04/2020,2 008
1067KO,01/05/2020,31/05/2020,2 081
1067KO,01/06/2020,30/06/2020,2 034
1067KO,01/07/2020,31/07/2020,2 175
1067KO,01/08/2020,31/08/2020,2 208
1067KO,01/09/2020,30/09/2020,2 056
1067KO,01/10/2020,31/10/2020,2 063
1067KO,01/11/2020,30/11/2020,1 953
1067KO,01/12/2020,31/12/2020,2 008
1067KO,01/01/2021,31/01/2021,1 999
1067KO,01/02/2021,28/02/2021,1 805
1067KO,01/03/2021,31/03/2021,1 996
1067KO,01/04/2021,30/04/2021,1 920
1067KO,01/05/2021,31/05/2021,1 968
1067KO,01/06/2021,30/06/2021,1 990
1067KO,01/07/2021,31/07/2021,2 183
1067KO,01/08/2021,31/08/2021,2 009
1067KO,01/09/2021,30/09/2021,2 063
1067KO,01/10/2021,31/10/2021,2 202
1067KO,01/11/2021,30/11/2021,2 117
0690BR,01/01/2019,31/01/2019,734
0690BR,01/02/2019,28/02/2019,655
0690BR,01/03/2019,31/03/2019,709
0690BR,01/04/2019,30/04/2019,729
0690BR,01/05/2019,31/05/2019,757
0690BR,01/06/2019,30/06/2019,782
0690BR,01/07/2019,31/07/2019,793
0690BR,01/08/2019,31/08/2019,833
0690BR,01/09/2019,30/09/2019,786
0690BR,01/10/2019,31/10/2019,811
0690BR,01/11/2019,30/11/2019,784
0690BR,01/12/2019,31/12/2019,781
0690BR,01/01/2020,31/01/2020,834
0690BR,01/02/2020,29/02/2020,756
0690BR,01/03/2020,31/03/2020,807
0690BR,01/04/2020,30/04/2020,761
0690BR,01/05/2020,31/05/2020,684
0690BR,01/06/2020,30/06/2020,758
0690BR,01/07/2020,31/07/2020,735
0690BR,01/08/2020,31/08/2020,731
0690BR,01/09/2020,30/09/2020,714
0690BR,01/10/2020,31/10/2020,775
0690BR,01/11/2020,30/11/2020,655
0690BR,01/12/2020,31/12/2020,717
0690BR,01/01/2021,31/01/2021,796
0690BR,01/02/2021,28/02/2021,709
0690BR,01/03/2021,31/03/2021,1 029
0690BR,01/04/2021,30/04/2021,602
0690BR,01/05/2021,31/05/2021,902
0690BR,01/06/2021,30/06/2021,816
0690BR,01/07/2021,31/07/2021,821
0690BR,01/08/2021,31/08/2021,877
0690BR,01/09/2021,30/09/2021,820
0690BR,01/10/2021,31/10/2021,795
0690BR,01/11/2021,30/11/2021,870
1978KO,01/01/2019,31/01/2019,747
1978KO,01/02/2019,28/02/2019,683
1978KO,01/03/2019,31/03/2019,778
1978KO,01/04/2019,30/04/2019,777
1978KO,01/05/2019,31/05/2019,816
1978KO,01/06/2019,30/06/2019,879
1978KO,01/07/2019,31/07/2019,881
1978KO,01/08/2019,31/08/2019,897
1978KO,01/09/2019,30/09/2019,815
1978KO,01/10/2019,31/10/2019,817
1978KO,01/11/2019,30/11/2019,761
1978KO,01/12/2019,31/12/2019,769
1978KO,01/01/2020,31/01/2020,704
1978KO,01/02/2020,29/02/2020,629
1978KO,01/03/2020,31/03/2020,678
1978KO,01/04/2020,30/04/2020,674
1978KO,01/05/2020,31/05/2020,824
1978KO,01/06/2020,30/06/2020,1 561
1978KO,01/07/2020,31/07/2020,1 997
1978KO,01/08/2020,31/08/2020,2 431
1978KO,01/09/2020,30/09/2020,2 338
1978KO,01/10/2020,31/10/2020,2 399
1978KO,01/11/2020,30/11/2020,2 309
1978KO,01/12/2020,31/12/2020,2 370
1978KO,01/01/2021,31/01/2021,2 362
1978KO,01/02/2021,28/02/2021,2 123
1978KO,01/03/2021,31/03/2021,2 323
1978KO,01/04/2021,30/04/2021,2 233
1978KO,01/05/2021,31/05/2021,2 359
1978KO,01/06/2021,30/06/2021,2 418
1978KO,01/07/2021,31/07/2021,2 509
1978KO,01/08/2021,31/08/2021,2 473
1978KO,01/09/2021,30/09/2021,2 392
1978KO,01/10/2021,31/10/2021,2 447
1978KO,01/11/2021,30/11/2021,2 346
0694BR,01/01/2019,31/01/2019,814
0694BR,01/02/2019,28/02/2019,737
0694BR,01/03/2019,31/03/2019,814
0694BR,01/04/2019,30/04/2019,788
0694BR,01/05/2019,31/05/2019,817
0694BR,01/06/2019,30/06/2019,790
0694BR,01/07/2019,31/07/2019,816
0694BR,01/08/2019,31/08/2019,816
0694BR,01/09/2019,30/09/2019,790
0694BR,01/10/2019,31/10/2019,875
0694BR,01/11/2019,30/11/2019,1 005
0694BR,01/12/2019,31/12/2019,1 075
0694BR,01/01/2020,31/01/2020,1 074
0694BR,01/02/2020,29/02/2020,998
0694BR,01/03/2020,31/03/2020,1 048
0694BR,01/04/2020,30/04/2020,996
0694BR,01/05/2020,31/05/2020,1 023
0694BR,01/06/2020,30/06/2020,992
0694BR,01/07/2020,31/07/2020,1 026
0694BR,01/08/2020,31/08/2020,1 027
0694BR,01/09/2020,30/09/2020,992
0694BR,01/10/2020,31/10/2020,1 017
0694BR,01/11/2020,30/11/2020,965
0694BR,01/12/2020,31/12/2020,994
0694BR,01/01/2021,31/01/2021,994
0694BR,01/02/2021,28/02/2021,899
0694BR,01/03/2021,31/03/2021,994
0694BR,01/04/2021,30/04/2021,948
0694BR,01/05/2021,31/05/2021,985
0694BR,01/06/2021,30/06/2021,956
0694BR,01/07/2021,31/07/2021,988
0694BR,01/08/2021,31/08/2021,987
0694BR,01/09/2021,30/09/2021,952
0694BR,01/10/2021,31/10/2021,986
0694BR,01/11/2021,30/11/2021,951
1088KO,01/01/2019,31/01/2019,723
1088KO,01/02/2019,28/02/2019,665
1088KO,01/03/2019,31/03/2019,759
1088KO,01/04/2019,30/04/2019,755
1088KO,01/05/2019,31/05/2019,795
1088KO,01/06/2019,30/06/2019,855
1088KO,01/07/2019,31/07/2019,859
1088KO,01/08/2019,31/08/2019,874
1088KO,01/09/2019,30/09/2019,789
1088KO,01/10/2019,31/10/2019,786
1088KO,01/11/2019,30/11/2019,734
1088KO,01/12/2019,31/12/2019,732
1088KO,01/01/2020,31/01/2020,723
1088KO,01/02/2020,29/02/2020,728
1088KO,01/03/2020,31/03/2020,800
1088KO,01/04/2020,30/04/2020,809
1088KO,01/05/2020,31/05/2020,846
1088KO,01/06/2020,30/06/2020,1 346
